id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,style,occasion
29287,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,Wrangler Men Dorca Big Check Navy Blue Shirt,Formal,Office
8879,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Regent Polo Club Men White Shirt,Formal,Office
13128,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual,Lee Cooper Men Brown Sandals,Casual,Casual
9197,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Puma Women Ikonis 2 XT White Shoes,Sporty,Sports
43658,Women,Apparel,Dress,Dresses,Black,Summer,Casual,ONLY Women Black Dress,Party,Party
49362,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Vans Men Black Woessner Shoes,Casual,Casual
31278,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Puma Men Spike Graphic Navy Blue T-shirt,Casual,Casual
7831,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Proline Men Red Printed T-shirt,Casual,Casual
36861,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,Spykar Men Passion Navy Blue Shirt,Formal,Office
20904,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Catwalk Women  Brown Heels,Party,Party
24598,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Fall,Casual,Mr. Men Men Turquoise Blue Printed T-shirt,Casual,Casual
56984,Women,Footwear,Shoes,Flats,Pink,Winter,Casual,HM Women Pink Sandals,Casual,Casual
39829,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Red Tape Men Brown Sandals,Casual,Casual
20138,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Wrangler Women Puff Navy Blue Shirt,Formal,Office
57856,Women,Footwear,Shoes,Heels,Yellow,Winter,Casual,Catwalk Women Yellow Flats,Party,Party
7469,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Proline Men White Polo T-shirt,Casual,Casual
28731,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,W Women Printed White & Green Kurta,Ethnic,Festival
16802,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Highlander Men Stripes Purple Shirt,Formal,Office
19076,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,W Women Block Print Purple Kurta,Ethnic,Festival
52940,Women,Apparel,Saree,Sarees,Yellow,Summer,Ethnic,FNF Yellow Sari,Ethnic,Wedding
39471,Women,Apparel,Topwear,Kurtis,Beige,Summer,Ethnic,Diva Women Beige Kurti,Ethnic,Festival
14769,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Arrow Men Stripes Blue Shirts,Formal,Office
33977,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Femella Women Printed Black Top,Casual,College
36439,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Spinn Men Cubic Black Sports Shoes,Sporty,Sports
59594,Women,Apparel,Saree,Sarees,Rust,Fall,Ethnic,FNF Rust Wedding Collection Sari,Ethnic,Wedding
5930,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,ADIDAS Men's Sheridan Black Shoe,Casual,Casual
38791,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Batman Men Crew Neck Blue T-shirt,Casual,Casual
39643,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Men White Casual Shoes,Casual,Casual
11029,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,Jealous 21 Women Check Purple Tops,Casual,College
58674,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,ALayna Women Pink Kurta,Ethnic,Festival
15489,Women,Footwear,Shoes,Heels,Black,Spring,Formal,Carlton London Women Black Solid Pumps,Party,Party
11815,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Playboy Men Casual Black Casual Shoes,Casual,Casual
22039,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,Vishudh Women Self Printed Cream Kurta,Ethnic,Festival
50419,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,U.S. Polo Assn. Men Brown Derby Formal Shoes,Formal,Office
28503,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,Nike Men Tempo 2 in 1 Grey Shorts,Casual,Casual
6789,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Timberland Men Meriden White Check Shirt,Formal,Office
19244,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Puma Men Printed Green T-shirt,Casual,Casual
22805,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Locomotive Men Blue Printed Tshirt,Casual,Casual
8613,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Scullers Men Purple Polo T-Shirt,Casual,Casual
2329,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Reebok Men Force India Grey T-shirt,Casual,Casual
34960,Women,Apparel,Saree,Sarees,Beige,Summer,Ethnic,Fabindia Women H& Printed Beige Sari,Ethnic,Wedding
35248,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Numero Uno Men White Shoes,Casual,Casual
19082,Women,Apparel,Topwear,Kurtis,Off White,Fall,Ethnic,W Women Floral Print Off White Kurti,Ethnic,Festival
17924,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,Nike Men Casual Navy Blue Track Pant,Sporty,Sports
53866,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,W Women Blue Kurti,Ethnic,Festival
38557,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Nike Men Polo Club Blue T-shirt,Casual,Casual
4218,Girls,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Disney Kids Girl's Purple Disney Jeans Kidswear,Casual,Casual
32851,Women,Footwear,Shoes,Heels,Purple,Winter,Casual,Grendha Women Claudia Purple Flats,Party,Party
4816,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,ADIDAS Men's AP ST White Black T-shirt,Casual,Casual
58680,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Alayna Women Pink Kurta,Ethnic,Festival
46588,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,Catwalk Women Golden Heels,Party,Party
12658,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Probase Men Stripes White Shirts,Formal,Office
35846,Women,Footwear,Shoes,Casual Shoes,Green,Fall,Casual,Kelme Women Green Dalila Casual Shoes,Casual,Casual
42128,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Nike Men Grey Avid Shoes,Casual,Casual
48412,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,French Connection Men White T-shirt,Casual,Casual
34994,Women,Apparel,Saree,Sarees,Mustard,Summer,Ethnic,Fabindia H& Printed Mustard Cotton Mull Sari,Ethnic,Wedding
15019,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,ADIDAS Men Printed Black Sweatshirts,Casual,Winter
30950,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,Fabindia Women Yellow Top,Casual,College
26835,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,Highlander Men Brown Trousers,Formal,Office
29041,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,ADIDAS Men Navy Blue Track Pants,Sporty,Sports
48076,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,French Connection Men Brown T-shirt,Casual,Casual
29273,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wrangler Women Suzan Blue Shirt,Formal,Office
51369,Women,Apparel,Bottomwear,Capris,Blue,Summer,Casual,Spykar Women Blue Capri,Casual,Casual
12832,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Ant Kids I Ate Blue Tshirts,Casual,Casual
9163,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Cael Blue Jeans,Casual,Travel
48244,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Avengers Boys Red Printed T-shirt,Casual,Casual
3459,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men's Besulik Trainer White Black Red Shoe,Sporty,Sports
59938,Men,Footwear,Shoes,Casual Shoes,Black,Spring,Casual,Vans Men Black Casual Shoes,Casual,Casual
40029,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,ADIDAS Men Blue Chelsea FC T-shirt,Casual,Casual
56970,Women,Footwear,Shoes,Heels,Multi,Winter,Casual,HM Women Multi Coloured Flats,Party,Party
16233,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,Casual,Puma Men Ess Crew Grey Sweatshirt,Casual,Winter
12693,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Transform White Sports Shoes,Sporty,Sports
2316,Men,Apparel,Topwear,Tshirts,Green,Fall,Sports,Nike Mens Athletic Green T-shirt,Casual,Casual
27574,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Scullers Men Printed Blue T-Shirt,Casual,Casual
13741,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,Belmonte Men Check Green Shirts,Formal,Office
54086,Women,Apparel,Topwear,Kurtis,Pink,Summer,Ethnic,Mumbai Slang Women Pink Kurti,Ethnic,Festival
11016,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Wrangler Women Floral Print Pink Top,Casual,College
5133,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Wrangler Women's Blouson Tank Mauve Top,Casual,College
14564,Unisex,Footwear,Shoes,Casual Shoes,Red,Spring,Casual,Vans Unisex Authentic Red Casual Shoes,Casual,Casual
33174,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Sepia Women Printed Green Top,Casual,College
40486,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Fila Men Grey & Beige Jaquared Shoes,Casual,Casual
57431,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Angry Birds Women Pink T-shirt,Casual,Casual
25011,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,United Colors of Benetton Women Peach Top,Casual,College
14756,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Arrow Men Solid Blue Shirts,Formal,Office
33948,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,ADIDAS Men Blue Polo T-shirt,Casual,Casual
15684,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,Highlander Men Classic Chinos Brown Trousers,Formal,Office
52143,Women,Apparel,Topwear,Tshirts,Mustard,Summer,Casual,Femella Women Mustard Polo T-Shirt,Casual,Casual
16001,Men,Apparel,Topwear,Sweaters,Blue,Fall,Casual,Turtle Solid Men Blue Sweaters,Casual,Winter
22234,Men,Footwear,Shoes,Casual Shoes,Green,Fall,Casual,ID Men Green Casual Shoes,Casual,Casual
7456,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Proline Men Grey Printed T-shirt,Casual,Casual
6584,Men,Apparel,Topwear,Tshirts,Green,Summer,Sports,Nike Men's The Polo Green T-shirt,Casual,Casual
34351,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Myntra Men Purple T-shirt,Casual,Casual
2918,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,DUSG Men's Bharatpur Organic Cotton Green T-shirt,Casual,Casual
31623,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,Indigo Nation Men Purple Shirt,Formal,Office
19049,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Catwalk Women Closed Brown Flats,Party,Party
2124,Women,Apparel,Topwear,Tshirts,Black,Winter,Casual,Lee Women Black T-shirt,Casual,Casual
25475,Men,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,Nike Men Green Liteforce Casual Shoes,Casual,Casual
33510,Women,Footwear,Shoes,Casual Shoes,Beige,Summer,Casual,Cobblerz Women Beige Boots,Casual,Casual
10792,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Wrangler Men Authentic Rope Embro Red Shirts,Formal,Office
57055,Women,Apparel,Dress,Dresses,Brown,Summer,Casual,Elle Women Brown Dress,Party,Party
45590,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Arrow Men Black Formal Shoes,Formal,Office
39816,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Red Tape Men Brown Sandals,Casual,Casual
14332,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Air Max Limitless White Sports Shoes,Sporty,Sports
20107,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Diva Women Printed Pink Kurta,Ethnic,Festival
5765,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Jealous 21 Women Black Sleevless Top,Casual,College
44442,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Gliders Men Black Volant Sandals,Casual,Casual
34735,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Puma Men Faas Steady Power Black Sports Shoes,Sporty,Sports
9994,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,Gini And Jony Girls Ac Arnia Skt Blue Skirts,Party,Party
16465,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Locomotive Men Check Grey Shirt,Formal,Office
8846,Men,Apparel,Bottomwear,Trousers,Cream,Summer,Casual,Scullers Men Scul Cream Trousers,Formal,Office
7032,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,S.Oliver Women Blue Top,Casual,College
13117,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Numero Uno Men Black Shoes,Casual,Casual
43667,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,ONLY Women Purple Dress,Party,Party
2540,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual,Numero Uno Men's Casual Black Leatherette Shoe,Casual,Casual
31247,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Puma Men Grey Polo T-shirt,Casual,Casual
3492,Women,Footwear,Shoes,Sports Shoes,Red,Fall,Sports,ADIDAS Women Adi Light Red White Shoe,Sporty,Sports
34507,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Franco Leone Men Brown Formal Shoes,Formal,Office
7200,Women,Apparel,Topwear,Tops,White,Fall,Casual,Jealous 21 Women's Round Neck White Top,Casual,College
22462,Women,Apparel,Bottomwear,Leggings,Mustard,Fall,Casual,Myntra Women Mustard Leggings,Casual,Casual
28964,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,BIBA Women Ethnic Blue Kurta,Ethnic,Festival
27110,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Aneri Women Rani Pink Kurta,Ethnic,Festival
42587,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,United Colors of Benetton Men Navy Blue & Yellow Striped Polo T-shirt,Casual,Casual
41302,Girls,Apparel,Dress,Dresses,Pink,Summer,Casual,Gini and Jony Girls Blue Saloppette,Party,Party
39218,Women,Apparel,Topwear,Tops,Beige,Summer,Casual,Femella Women Snake Print Wrap Beige Top,Casual,College
11472,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,United Colors of Benetton Women Blue Winter Printed Top,Casual,College
4485,Women,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Puma Women Soleil Black Shoe,Sporty,Sports
44670,Women,Apparel,Topwear,Shirts,White,Summer,Smart Casual,Wills Lifestyle Women Eliza White Shirt,Formal,Office
14100,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Flying Machine Men Printed Purple Tshirts,Casual,Casual
20335,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Mr.Men Men Printed White Tshirt,Casual,Casual
32436,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Graphic Black T-shirt,Casual,Casual
24553,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Nike Men Grey Printed TShirt,Casual,Casual
4643,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women Adi Quest Low White Pink Shoe,Sporty,Sports
21021,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,Black coffee Men Purple Slim Fit Shirt,Formal,Office
38930,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Gini and Jony Girls Blue Jeans,Casual,Travel
53401,Women,Apparel,Topwear,Kurtas,Magenta,Fall,Ethnic,Alma Women Purple Kurta,Ethnic,Festival
37144,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wills Lifestyle Men Blue Check Shirt,Formal,Office
5791,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Jealous 21 Women's Butterfly Blue Top,Casual,College
47233,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Franco Leone Men Black  Sandals,Casual,Casual
9960,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Men Jdi Remix Crew Black T-Shirts,Casual,Casual
51356,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar Women Blue Jeans,Casual,Travel
16491,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Locomotive Men Printed Grey TShirt,Casual,Casual
6928,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Timberland Men's Rugby Pique Golden Rod T-shirt,Casual,Casual
3466,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women Vanquish White Silver Shoe,Sporty,Sports
12031,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men White Striped Shirt,Formal,Office
35421,Women,Footwear,Shoes,Sports Shoes,White,Spring,Sports,ADIDAS Women Viking White Sports Shoes,Sporty,Sports
2786,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Ediots Men's Mehenat Ka Fal White T-shirt,Casual,Casual
18739,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,Arrow Woman Tigi Purple Top,Casual,College
12203,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Basics Men White Striped T-shirt,Casual,Casual
3654,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,FILA Men Batec White Casual Shoes,Casual,Casual
57293,Men,Apparel,Topwear,Shirts,White,Summer,Casual,French Connection Men Brown Checks Shirt,Formal,Office
15026,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,Casual,ADIDAS Women Solid Purple Sweatshirts,Casual,Winter
4471,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,Puma Men's Complete Itana Silver Black Red Shoes,Sporty,Sports
44684,Women,Apparel,Topwear,Tops,Multi,Summer,Casual,Wills Lifestyle Women Multi Coloured Top,Casual,College
53633,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,ADIDAS Men Olive Shoes,Casual,Casual
35045,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Fabindia Women Silk Green Kurta,Ethnic,Festival
7690,Men,Apparel,Topwear,Tshirts,Purple,Fall,Sports,Puma Men's Polo Purple T-shirt,Casual,Casual
51500,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Denizen Women Black Jeans,Casual,Travel
34197,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Proline Purple & Green Striped Polo T-shirt,Casual,Casual
6742,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Lunarfly White Shoe,Sporty,Sports
12667,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Probase Men Check Blue Shirts,Formal,Office
35879,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Marvel Boys Comics Yellow T-shirt,Casual,Casual
26452,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Men Wirko  Black Casual Shoes,Casual,Casual
3230,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Puma Men's Speed Cat White Blue Shoe,Casual,Casual
42117,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Men Grey T-shirt,Casual,Casual
27580,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Scullers Men Striped Purple T-shirt,Casual,Casual
54072,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,ADIDAS Men Blue Adipower Predator HG Sports Shoes,Sporty,Sports
1567,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Artengo Men Training Shorts,Casual,Casual
40640,Women,Apparel,Topwear,Kurtas,Olive,Summer,Ethnic,Span Women Olive Green Kurta,Ethnic,Festival
32260,Women,Apparel,Topwear,Kurtis,Beige,Summer,Ethnic,Fabindia Women Printed Beige Kurtis,Ethnic,Festival
56725,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Horsefly Men Red Graphic Printed T-Shirt,Casual,Casual
4829,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,ADIDAS Men's Black White Track Pant,Sporty,Sports
37712,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,John Players Men Printed Yellow T-shirt,Casual,Casual
45332,Women,Footwear,Shoes,Heels,Pink,Summer,Casual,Cobblerz Women Pink Sandals,Party,Party
4015,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's I don't Have Enough Black T-shirt,Casual,Casual
1755,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Lotto Men Jasper Street Red T-shirt,Casual,Casual
53859,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Vishudh Women Green Kurta,Ethnic,Festival
38568,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,Nike Men Black Running Shorts,Casual,Casual
40472,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Fila Men Black Dls Supercharger Sports Shoes,Sporty,Sports
10302,Men,Footwear,Shoes,Formal Shoes,Brown,Spring,Formal,Clarks Men Leather Brown Formal Shoes,Formal,Office
37520,Boys,Apparel,Bottomwear,Shorts,Yellow,Summer,Casual,Madagascar3 Infant Boys Lemon Yellow Shorts,Casual,Casual
4227,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Probase Men's On Stage Black T-shirt,Casual,Casual
21445,Women,Apparel,Topwear,Tshirts,Grey,Winter,Casual,Roxy Women Printed Grey T-shirt,Casual,Casual
15670,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Loco Denims Blue Jeans,Casual,Travel
29628,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,Indigo Nation Men Check Blue Shirt,Formal,Office
35277,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Lee Men Vera Black T-shirt,Casual,Casual
47657,Women,Apparel,Bottomwear,Skirts,Cream,Summer,Casual,Femella Women Grey Printed Skirt,Party,Party
6570,Men,Apparel,Topwear,Tshirts,Yellow,Winter,Casual,Inkfruit Men's Krishna Lemon Yellow T-shirt,Casual,Casual
23312,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,W Women Green Printed Kurta,Ethnic,Festival
26660,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Puma Men Bolt Hawthorne Hex Black Shoes,Casual,Casual
9538,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Nike Men As Nike Sphere Ss Black T-Shirts,Casual,Casual
31597,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Mark Taylor Men Printed Black T-shirt,Casual,Casual
3342,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Executive Black T-shirt,Casual,Casual
12715,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,Casual,Nike Women Sweet Classic Purple Casual Shoes,Casual,Casual
9678,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,ADIDAS Men Lfc Grey Jersey,Casual,Casual
2290,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Nike Women SS Pink T-shirt,Casual,Casual
22180,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,Casual,Timberland Men Olive Casual Shoes,Casual,Casual
29568,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Vans Men Baxter Black Shoes,Casual,Casual
6630,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men's Galvin White Blue Shoe,Sporty,Sports
23052,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Arrow Woman Black Printed Top,Casual,College
17267,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,U.S. Polo Assn. Men Red Polo Tshirt,Casual,Casual
15530,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Men Jersey Polo Blue Tshirts,Casual,Casual
38628,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Nike Men Yellow Coaster T-shirt,Casual,Casual
5889,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men's Polo Green T-shirt,Casual,Casual
10042,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Nike Women Pink Polo Tshirts,Casual,Casual
56657,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,United Colors of Benetton Men Red Shoes,Casual,Casual
5287,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Lee Cooper Men's Brown Semi Formal Shoe,Casual,Casual
53117,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,Myntra Women White T-shirt,Casual,Casual
15702,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Spykar Men Stripes Red Shirts,Formal,Office
4355,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Batman Men's Batman Applique Shei Grey T-shirt,Casual,Casual
10270,Women,Footwear,Shoes,Flats,Silver,Fall,Casual,Clarks Women Shona Fringe Leather Silver Flats,Casual,Casual
24045,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Locomotive Men Printed Red T-shirt,Casual,Casual
26712,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Graphic Green T-shirt,Casual,Casual
8598,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Scullers Men's Green Polo T-Shirts,Casual,Casual
3170,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women White Vulcanized Shoe,Sporty,Sports
42257,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,John Players Men Blue Jeans,Casual,Travel
16187,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Enroute Men Leather Brown Casual Shoes,Casual,Casual
28688,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,W Women Printed Pink Kurta,Ethnic,Festival
17055,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Gas Men Count Casual Shoe,Casual,Casual
6402,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Lotto Men Laos Brown Floater,Casual,Casual
21153,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,Casual,s.Oliver Men Printed Grey Sweatshirt,Casual,Winter
15366,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,Red Tape Men Grey Shoes,Casual,Casual
59049,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Carlton London Women Black Heels,Party,Party
39990,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Gas Men Skate White Shoes,Casual,Casual
45416,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Rocia Women Brown & White Sandals,Casual,Casual
38842,Women,Apparel,Dress,Dresses,Purple,Fall,Casual,Latin Quarters Women Purple Dress,Party,Party
59875,Women,Apparel,Topwear,Shirts,Green,Fall,Casual,Femella Women Green Shirt,Formal,Office
24421,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men Astar Salvation 3 White Sports Shoes,Sporty,Sports
13091,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,Casual,ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts,Casual,Winter
18479,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Puma Men Super Elevate White Casual Shoes,Casual,Casual
7988,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Sports,Fila Men's Round Neck Yellow Black T-shirt,Casual,Casual
12143,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Aurelia Women White Kurta,Ethnic,Festival
